677.291388281586,259517,355893,442198,519534,587359,654647,709617,766817,816867,862398,910760,951525
679.112430495258,258599,354528,440472,517429,584948,651852,706466,763467,813268,858303,906665,947231
680.93347270893,257781,353164,438760,515275,582486,649048,703363,759967,809471,854109,902371,942887
682.754514922601,256864,351899,436940,513071,579921,646153,700162,756418,805674,849914,898027,938296
684.575557136273,255996,350535,435129,510818,577366,643160,697010,752820,801876,845769,893485,933704
686.396599349944,254979,349021,433372,508514,574701,640157,693759,749122,797980,841525,888894,928913
688.217641563616,254012,347508,431394,506071,572046,637019,690458,745424,793934,837331,884103,924074
690.038683777288,252946,346094,429434,503660,569228,633867,687058,741477,789938,833037,879313,919085
691.859725990959,251880,344531,427419,501162,566478,630625,683708,737680,785843,828793,874473,914046
693.680768204631,250813,342919,425518,498611,563507,627328,680308,733585,781649,824449,869484,908809
695.501810418303,249747,341405,423337,496055,560716,623937,676709,729440,777355,820006,864346,903522
697.322852631974,248531,339693,421178,493364,557641,620492,673210,725196,773011,815365,859208,898235
699.143894845646,247366,338131,419073,490704,554643,616907,669561,720852,768618,810773,854021,892799
700.964937059317,246150,336319,416910,487958,551532,613354,665863,716559,764076,805983,848684,887264
702.785979272989,245034,334657,414589,485159,548375,609624,662165,712116,759484,801193,843348,881729
704.607021486661,243670,332945,412389,482445,545278,605876,658269,707623,754793,796303,837912,876045
706.428063700332,242405,331134,410073,479514,542067,602129,654472,703131,750003,791364,832426,870311
708.249105914004,241140,329373,407711,476651,538757,598155,650376,698539,745262,786275,826891,864478
710.070148127675,239875,327512,405299,473662,535348,594160,646083,693848,740472,781237,821257,858744
711.891190341347,238560,325601,402892,470749,532057,590118,641938,689157,735533,776149,815523,852812
713.712232555019,237196,323790,400485,467710,528647,585983,637594,684417,730494,770812,809789,846780
715.53327476869,235782,321880,398078,464703,525085,581793,633251,679676,725505,765476,804155,840749
717.354316982362,234418,319919,395509,461610,521590,577508,628858,674886,720516,760139,798123,834717
719.175359196033,233053,317959,392953,458508,518037,573259,624465,669996,715229,754753,792340,828685
720.996401409705,231640,316098,390397,455406,514379,568970,620022,665007,710141,749317,786556,822356
722.817443623377,230126,314039,387787,452213,510731,564631,615480,660117,704904,743782,780574,816076
724.638485837048,228762,312029,385181,449057,506920,560333,610987,655079,699617,738296,774543,809796
726.45952805072,227249,309970,382521,445860,503285,555949,606396,650090,694281,732612,768511,803467
728.280570264392,225686,307910,379866,442568,499312,551555,601754,645002,688894,726978,762479,797087
730.101612478063,224321,305851,377048,439267,495582,547117,597162,639913,683459,721294,756100,790708
731.922654691735,222808,303742,374298,435921,491510,542629,592372,634775,678023,715461,749870,784230
733.743696905406,221245,301633,371544,432526,487627,538182,587780,629638,672587,709777,743838,777701
735.564739119078,219881,299474,368735,429036,483622,533739,582891,624400,667002,703944,737558,771173
737.38578133275,218318,297315,365768,425536,479626,529251,578100,619113,661467,697912,731229,764546
739.206823546421,216755,295156,362923,422037,475630,524669,573211,613827,655833,692178,724800,757968
741.027865760093,215292,292948,359907,418628,471526,520167,568420,608589,650198,686147,718619,751241
742.848907973764,213629,290690,357066,415047,467376,515494,563630,603253,644464,680363,712091,744564
744.669950187436,212166,288382,354158,411494,463340,510984,558592,597867,638780,674332,705712,737837
746.490992401108,210454,286075,351092,407854,459186,506356,553752,592481,633047,668151,699234,731061
748.312034614779,208941,283767,348094,404251,454933,501715,548713,587094,627313,661970,692755,724284
750.133076828451,207278,281459,345037,400652,450797,497028,543724,581659,621381,655691,686227,717409
751.954119042123,205616,279152,342039,397009,446598,492427,538735,576173,615647,649659,679649,710533
753.775161255794,204004,276695,338873,393270,442403,487655,533647,570688,609764,643627,673071,703607
755.596203469466,202292,274288,335776,389658,438209,483045,528559,565152,603733,637149,666444,696682
757.417245683137,200679,271831,332674,385924,433906,478318,523470,559617,597751,631018,659767,689707
759.238287896809,198967,269424,329626,382266,429612,473577,518332,554033,591917,624639,653139,682682
761.059330110481,197305,267017,326411,378528,425319,468792,513145,548497,585935,618408,646462,675658
762.880372324152,195593,264560,323318,374735,421025,464046,508007,542863,579854,611930,639735,668583
764.701414537824,193881,262104,320107,370983,416785,459306,502770,537229,573872,605600,632909,661509
766.522456751496,192169,259598,316960,367235,412433,454520,497533,531545,567592,599221,626232,654385
768.343498965167,190408,257141,313808,363533,408035,449639,492295,525910,561511,592693,619356,647162
770.164541178839,188696,254635,310602,359609,403696,444840,487058,520176,555479,586214,612580,640087
771.98558339251,186934,252128,307455,355889,399353,439959,481722,514443,549448,579736,605704,632914
773.806625606182,185223,249572,304249,352010,394955,435160,476335,508659,543217,573158,598828,625641
775.627667819854,183461,247116,300993,348204,390562,430370,471049,502975,536838,566630,591903,618467
777.448710033525,181699,244560,297742,344406,386169,425444,465613,497142,530807,560002,585027,610995
779.269752247197,179988,242004,294545,340519,381721,420505,460276,491408,524477,553424,578002,603722
781.090794460868,178226,239448,291235,336667,377279,415565,454791,485426,518197,546797,571077,596450
782.91183667454,176514,236892,288043,332820,372890,410671,449405,479693,511917,540070,564052,589077
784.732878888212,174653,234336,284733,328883,368497,405691,444018,473909,505588,533443,557028,581655
786.553921101883,172942,231780,281486,325118,363995,400793,438533,467878,499159,526666,550003,574233
788.374963315555,171130,229174,278235,321099,359503,395813,432998,461995,492929,519989,542978,566861
790.196005529227,169319,226569,274930,317279,355065,390824,427512,456063,486400,513213,535805,559439
792.017047742898,167607,223963,271629,313392,350514,385835,421928,450130,480021,506387,528730,551918
793.83808995657,165746,221407,268329,309405,346080,380846,416442,444297,473592,499610,521606,544397
