x,y,z,foc,aim x,aim y,aim z
m,m,m,m,m,m,m
-102.896578385195,47.4454295971088,5,155.376199980212,-8.014083,3.69528,120
-95.0937304544614,61.6113387396272,5,155.376199819005,-7.40636,4.798589,120
-85.3535893407994,74.5220733721024,5,155.376199451077,-6.647751,5.80414,120
-73.8745856756514,85.914610074688,5,155.376199685867,-5.75371,6.691446,120
-60.8905749975583,95.5568548535456,5,155.376199821993,-4.742453,7.44243,120
-46.6660735396462,103.25237146636,5,155.376199907612,-3.63458,8.041794,120
-31.490869383351,108.844383311752,5,155.376200039779,-2.452661,8.477327,120
-15.6741187624332,112.218967354258,5,155.376199967365,-1.220776,8.740156,120
0.461952209908035,113.307375016768,5,155.376199582665,0.035979,8.824927,120
16.5886120795107,112.087432758139,5,155.376199618175,1.292001,8.729912,120
32.3773211195235,108.583993802761,5,155.376199815329,2.521702,8.457047,120
47.5064244927216,102.868431819252,5,155.376200026408,3.70003,8.011891,120
61.6677051516859,95.057186863275,5,155.376199743488,4.802979,7.403514,120
74.5726629781541,85.3093932072049,5,155.376199923979,5.80808,6.644308,120
85.9583922400267,73.8236373835953,5,155.376199625202,6.694856,5.749742,120
95.5929376277762,60.8339124890627,5,155.376199732402,7.445241,4.738039,120
103.280019754622,46.6048511693771,5,155.376199724446,8.043948,3.629811,120
108.863033850409,31.4263344015739,5,155.376199722191,8.47878,2.447635,120
112.228240185965,15.6075859054577,5,155.376200118345,8.740878,1.215594,120
113.307081231136,-0.529127504140215,5,155.376199662218,8.824904,-0.041211,120
112.077578340303,-16.655061285031,5,155.376199883716,8.729144,-1.297177,120
108.564779511451,-32.4416905025764,5,155.376200020679,8.45555,-2.526716,120
102.840249096841,-47.5674026906505,5,155.376199818232,8.009696,-3.70478,120
95.020609861137,-61.7240498886166,5,155.376199640352,7.400665,-4.807368,120
85.2651670888391,-74.623226373209,5,155.376199702486,6.640864,-5.812018,120
73.7726631438118,-86.0021441924823,5,155.376199885579,5.745772,-6.698263,120
60.7772285985027,-95.6289868027482,5,155.376199826229,4.733625,-7.448048,120
46.5436124183116,-103.307631741749,5,155.376199907135,3.625042,-8.046098,120
31.3617883739856,-108.881646125599,5,155.376200089755,2.442608,-8.480229,120
15.5410475626866,-112.237473571393,5,155.376199515627,1.210412,-8.741598,120
-15.3231179200002,-127.7591973,5,166.099308762966,-1.050917,-8.762203,120
-30.9226936997536,-124.903952907351,5,166.099308536453,-2.120794,-8.56638,120
-46.0525628043167,-120.151453993221,5,166.099309104081,-3.158457,-8.240435,120
-60.4829069461182,-113.573889626436,5,166.099308439582,-4.148144,-7.789322,120
-73.9945334172227,-105.271171086381,5,166.099309096556,-5.074821,-7.21989,120
-86.3822045624709,-95.3694142398809,5,166.099308754995,-5.924414,-6.540791,120
-97.4577552794469,-84.0190238780599,5,166.099308986651,-6.684017,-5.762338,120
-107.052951191363,-71.392409111545,5,166.099309009793,-7.342091,-4.896358,120
-115.02204407805,-57.6813645264894,5,166.099309228654,-7.888641,-3.956003,120
-121.243985748802,-43.0941568808918,5,166.099309162765,-8.315365,-2.955558,120
-125.624266728999,-27.8523615934414,5,166.099309134421,-8.615781,-1.910219,120
-128.096351831391,-12.1874970776994,5,166.09930902466,-8.785326,-0.835864,120
-128.622690806136,3.66249195490532,5,166.099309239534,-8.821424,0.251187,120
-127.195288718113,19.4568488056648,5,166.099308862896,-8.723528,1.334423,120
-123.835827387653,34.9556618124459,5,166.099308512062,-8.493124,2.39739,120
-118.595336050024,49.9235085376855,5,166.0993088182,-8.133711,3.423941,120
-111.553416236274,64.1330317663773,5,166.099308750305,-7.65075,4.398483,120
-102.817032649244,77.3683929956861,5,166.099309068307,-7.051576,5.306213,120
-92.5188884010132,89.4285509586923,5,166.099308822533,-6.345291,6.133344,120
-80.8154092914316,100.13031538245,5,166.099308675613,-5.542623,6.867311,120
-67.8843677459575,109.311129594667,5,166.099309361088,-4.655763,7.496965,120
-53.9221825044992,116.831539712023,5,166.099308978648,-3.698185,8.012743,120
-39.1409350781899,122.577312903879,5,166.09930891767,-2.684431,8.40681,120
-23.7651482932489,126.461172555573,5,166.0993091799,-1.629903,8.673179,120
-8.02837585490361,128.424123974676,5,166.099308903639,-0.550616,8.807806,120
7.8303452650993,128.436350503118,5,166.099308587213,0.537034,8.808645,120
23.5701257301976,126.497666423509,5,166.099309181887,1.616527,8.675682,120
38.9518828775978,122.637519780125,5,166.099308865301,2.671466,8.410939,120
53.7419723140124,116.914545071734,5,166.09930901387,3.685825,8.018436,120
67.7157369056743,109.415672610701,5,166.099309204185,4.644198,7.504135,120
80.6609192545065,100.254808076962,5,166.09930899822,5.532027,6.875849,120
92.3808858259326,89.5711023240563,5,166.099308813298,6.335826,6.143121,120
102.69761375477,77.5268377183456,5,166.099308839933,7.043386,5.31708,120
111.454394960495,64.3049631173259,5,166.099308484352,7.643959,4.410275,120
118.518216497164,50.1063149299767,5,166.099308873327,8.128422,3.436478,120
123.781780981168,35.1465664704353,5,166.099308708223,8.489417,2.410483,120
127.165136407115,19.6529519434201,5,166.099308836486,8.72146,1.347873,120
128.616890595412,3.86081482310654,5,166.099308656873,8.821027,0.264789,120
128.114991824447,-11.9899669454287,5,166.099308569989,8.786605,-0.822317,120
125.66706378979,-27.6586246220506,5,166.099308526484,8.618717,-1.896932,120
121.310289802488,-42.9071558783256,5,166.099308685996,8.319913,-2.942733,120
115.110847985444,-57.5039399832959,5,166.099308766851,7.894732,-3.943835,120
107.16290604708,-71.2272560546545,5,166.099309153289,7.349632,-4.885031,120
97.5871909013794,-83.8686509341141,5,166.099309018811,6.692894,-5.752025,120
86.5291548613704,-95.2361055299278,5,166.099308566374,5.934493,-6.531648,120
74.1567662610186,-105.156951530744,5,166.099309136959,5.085948,-7.212056,120
60.6579580653516,-113.480494186766,5,166.099309040503,4.160149,-7.782916,120
46.2377732236733,-120.080301318937,5,166.099308596239,3.171159,-8.235556,120
31.1152501271209,-124.85612378677,5,166.099309068361,2.134,-8.563099,120
15.5200954795517,-127.735418243478,5,166.099308905128,1.064426,-8.760572,120
-16.1892071999999,-144.7491639,5,178.735948852331,-0.9809,-8.770317,120
-32.0203605440443,-142.08837880046,5,178.735948582167,-1.940106,-8.609101,120
-47.4625418229032,-137.701554106055,5,178.735948848018,-2.875744,-8.343304,120
-62.3281648557542,-131.641979418526,5,178.735948570608,-3.776449,-7.976156,120
-76.4366472883358,-123.983264317537,5,178.735948955547,-4.631278,-7.512116,120
-89.616604243801,-114.818444177421,5,178.735949001867,-5.429848,-6.956822,120
-101.707930245855,-104.258850006212,5,178.735948640563,-6.162459,-6.317019,120
-112.563744123708,-92.4327560357584,5,178.735949148041,-6.82021,-5.600478,120
-122.052173272816,-79.4838214915216,5,178.735948548599,-7.395112,-4.815906,120
-130.057955596852,-65.5693454708898,5,178.735948943567,-7.88018,-3.972831,120
-136.483839671062,-50.8583561291293,5,178.735948715489,-8.269523,-3.081496,120
-141.251766118335,-35.5295573848709,5,178.735949278503,-8.55841,-2.152727,120
-144.303815847025,-19.7691580878294,5,178.735949144711,-8.743333,-1.197809,120
-145.602913631686,-3.76861001926414,5,178.735949217074,-8.822045,-0.228339,120
-145.133278489858,12.2777177968482,5,178.73594914905,-8.79359,0.743904,120
-142.900615383878,28.1749002202772,5,178.735948818318,-8.658314,1.70711,120
-138.932045919015,43.7298238765069,5,178.735948885737,-8.417859,2.64958,120
-133.275778879753,58.7535330300128,5,178.735949223593,-8.075147,3.559862,120
-126.000524606454,73.0635249520031,5,178.735949291365,-7.634341,4.426901,120
-117.194660326337,86.4859668993071,5,178.735948961195,-7.100796,5.240164,120
-106.965156578041,98.8578077733309,5,178.735948773914,-6.480993,5.989771,120
-95.4362777711834,110.028758807391,5,178.735948894945,-5.782461,6.666616,120
-82.7480726660725,119.863119221736,5,178.735948465597,-5.013686,7.262478,120
-69.0546731106752,128.241424668831,5,178.735948882205,-4.184006,7.770117,120
-54.5224217012014,135.061898444195,5,178.735948896444,-3.3035,8.183368,120
-39.3278511108158,140.241687833964,5,178.735948925985,-2.382865,8.49721,120
-23.6555396328834,143.717870580491,5,178.735949034836,-1.433283,8.707831,120
-7.69586898885338,145.448219239769,5,178.735948522218,-0.466291,8.812673,120
8.35728836185735,145.411714145561,5,178.735948658544,0.506366,8.810461,120
24.3089243162367,143.608798748897,5,178.735948482207,1.472872,8.701223,120
39.9652640174488,140.061374231189,5,178.735948745681,2.421486,8.486285,120
55.136119763564,134.812533456395,5,178.735948870182,3.340684,8.168259,120
69.6372013407953,127.926037494074,5,178.735948815284,4.219301,7.751008,120
83.2923547161249,119.485541072369,5,178.735948826377,5.046664,7.2396,120
95.9357018944714,109.593576369825,5,178.735949119729,5.812721,6.640248,120
107.413655946167,98.370307490584,5,178.735948720478,6.508168,5.960233,120
117.586786726899,85.9520707531604,5,178.735949028781,7.124555,5.207815,120
126.33151462601,72.4897185248496,5,178.735948726875,7.654396,4.392135,120
133.541611768089,58.1467867202863,5,178.735948860484,8.091254,3.5231,120
139.129492431808,43.0975082247363,5,178.735949093959,8.429822,2.611268,120
143.027277010412,27.5246963743551,5,178.735949015113,8.665988,1.667715,120
145.187616589293,11.6175242041514,5,178.735948641601,8.796883,0.703903,120
145.584268123924,-4.43077355943259,5,178.735948645871,8.820916,-0.26846,120
144.212413231128,-20.4252478459383,5,178.735949129904,8.737795,-1.237561,120
141.088716721098,-36.1716034135546,5,178.735949076085,8.548531,-2.191629,120
136.251124159151,-51.4785590793028,5,178.735948843754,8.255423,-3.119073,120
129.758400916363,-66.1601713354941,5,178.735948978543,7.86203,-4.008629,120
121.689418308533,-80.0380931259895,5,178.735948474717,7.373133,-4.849489,120
112.142195495206,-92.9437403434393,5,178.735948551336,6.794669,-5.631439,120
101.232708777442,-104.720339729659,5,178.735949180135,6.133665,-6.34498,120
89.0934827585443,-115.224833301969,5,178.735948635081,5.398153,-6.981445,120
75.8719804818421,-124.329616171195,5,178.735948537181,4.597065,-7.533102,120
61.7288121015637,-131.924086640929,5,178.73594855638,3.740134,-7.993249,120
46.8357838472354,-137.915989758,5,178.73594853315,2.837769,-8.356297,120
31.3738109820996,-142.232537993151,5,178.735948962265,1.900932,-8.617835,120
15.5307201082,-144.821295438324,5,178.735949134101,0.941003,-8.774687,120
-15.4563624300002,-160.4013378,5,190.856416534085,-0.846461,-8.784312,120
-31.1137328328668,-158.112061326144,5,190.856417174784,-1.70393,-8.65894,120
-46.4710860370536,-154.298173904081,5,190.856417244964,-2.544969,-8.450074,120
-61.3803372687983,-148.996451314673,5,190.856416777754,-3.361468,-8.159728,120
-75.6977226212439,-142.258015934268,5,190.8564169447,-4.145554,-7.7907,120
-89.2851853119097,-134.147843782206,5,190.856417113911,-4.889665,-7.34655,120
-102.011706908661,-124.744137983228,5,190.856416945285,-5.586628,-6.83156,120
-113.7545706877,-114.137574686228,5,190.856416955311,-6.229721,-6.250696,120
-124.400544941522,-102.43042871066,5,190.856417175235,-6.812743,-5.609559,120
-133.846974826686,-89.7355873516278,5,190.856416730613,-7.330073,-4.914332,120
-142.002772223137,-76.1754618531534,5,190.856416793835,-7.776722,-4.171717,120
-148.78929406027,-61.8808070458338,5,190.856416872301,-8.148383,-3.388876,120
-154.141100640404,-46.9894605306544,5,190.856417104496,-8.441472,-2.573358,120
-158.006586647435,-31.6450135664993,5,190.856416860114,-8.653164,-1.733026,120
-160.348478756119,-15.9954264774544,5,190.856416660408,-8.781417,-0.875983,120
-161.144195043747,-0.191601930974554,5,190.856416730091,-8.824994,-0.010493,120
-160.38606273853,15.6140701557829,5,190.856416890064,-8.783475,0.855098,120
-158.081392205045,31.2691820505732,5,190.856416582133,-8.657261,1.712444,120
-154.252406453341,46.6227778124644,5,190.85641675947,-8.447568,2.553277,120
-148.936026851393,61.5268088991975,5,190.856416523875,-8.156419,3.36949,120
-142.183517107218,75.8375617396718,5,190.856417103664,-7.78662,4.153212,120
-134.059988953582,89.4170435060496,5,190.856416520655,-7.341739,4.896887,120
-124.643774301769,102.134312723036,5,190.856416438682,-6.826064,5.593343,120
-114.025669918507,113.866741883805,5,190.856416724212,-6.244568,6.235864,120
-102.308061909295,124.501199897676,5,190.856416574245,-5.602858,6.818256,120
-89.6039384504187,133.935142967672,5,190.856416527998,-4.907122,7.334902,120
-76.0358002894496,142.077603379069,5,190.856417047609,-4.164068,7.78082,120
-61.7344795198633,148.850066664442,5,190.856416836388,-3.380863,8.151711,120
-46.8378780198357,154.187228687062,5,190.856417162632,-2.565057,8.443998,120
-31.4896377199541,158.037625342395,5,190.856416705733,-1.724517,8.654864,120
-15.8377555219135,160.364128805744,5,190.856416731851,-0.867348,8.782274,120
-0.033156223980441,161.14430554091,5,190.856416771024,-0.001816,8.825,120
15.771762786071,160.370632617749,5,190.856416868611,0.863734,8.78263,120
31.4246010376118,158.050570252765,5,190.856416690876,1.720955,8.655573,120
46.7744245135364,154.206489873237,5,190.856417032484,2.561582,8.445053,120
61.6732210462204,148.87545839856,5,190.856416580451,3.377508,8.153102,120
75.9773275392605,142.108880818861,5,190.856416885505,4.160866,7.782533,120
89.5488152528712,133.972004517378,5,190.856417086497,4.904103,7.33692,120
102.25681979519,124.543290116213,5,190.85641647894,5.600052,6.820561,120
113.978802994918,113.913654912143,5,190.856417020548,6.242001,6.238433,120
124.601734487572,102.185596197731,5,190.856417137189,6.823761,5.596151,120
134.023181621779,89.4722029212034,5,190.856417041082,7.339723,4.899907,120
142.15229717609,75.8960652152517,5,190.856416547419,7.784911,4.156416,120
148.910695362166,61.5880923097432,5,190.856417112286,8.155031,3.372846,120
154.233207667367,46.6862502267219,5,190.856417216711,8.446516,2.556753,120
158.068511248487,31.3342314296072,5,190.856417098296,8.656555,1.716006,120
160.379623817265,15.6800692546216,5,190.856417220122,8.783122,0.858712,120
161.144260245702,-0.125289515068638,5,190.856417185869,8.824997,-0.006861,120
160.355047452577,-15.9294401684092,5,190.856417264411,8.781776,-0.872369,120
158.019595499101,-31.5799896437253,5,190.856417191012,8.653876,-1.729465,120
154.160424208159,-46.9260259936593,5,190.856416537632,8.442531,-2.569884,120
148.81474601473,-61.8195735683176,5,190.856416642815,8.149777,-3.385523,120
142.034107141352,-76.1170198848859,5,190.856416994204,7.778438,-4.168516,120
133.883890558657,-89.680500424979,5,190.856416598276,7.332095,-4.911315,120
124.442685523708,-102.379228006684,5,190.856417066528,6.815051,-5.606755,120
113.801529775434,-114.0907539127,5,190.856416715433,6.232293,-6.248132,120
102.063031694366,-124.702148614015,5,190.85641712442,5.589439,-6.82926,120
89.3403808913422,-134.11109070389,5,190.856417163877,4.892688,-7.344537,120
75.756256765654,-142.226853541986,5,190.856416749579,4.148759,-7.788994,120
61.4416455569987,-148.971180094827,5,190.856416656409,3.364826,-8.158344,120
46.534577297905,-154.279037536869,5,190.85641726544,2.548446,-8.449026,120
31.1787948457037,-158.09924433585,5,190.856417099896,1.707494,-8.658238,120
15.522367828028,-160.394963775702,5,190.856417253701,0.850076,-8.783962,120
-15.5896069300001,-177.7926421,5,204.953798497242,-0.770855,-8.791269,120
-31.2481531653793,-175.717990976689,5,204.953798618949,-1.54512,-8.688684,120
-46.6619447163355,-172.267008868269,5,204.953798696461,-2.307282,-8.518044,120
-61.7102513218885,-167.466725981372,5,204.953798325991,-3.051372,-8.280686,120
-76.2752054231188,-161.354741073176,5,204.953798687537,-3.771561,-7.978468,120
-90.2427253741189,-153.978926954898,5,204.953798454787,-4.46221,-7.613758,120
-103.503408999353,-145.397055522605,5,204.953799017574,-5.117907,-7.189412,120
-115.953390498536,-135.676345252312,5,204.953798229362,-5.733519,-6.708755,120
-127.495153987233,-124.892934703699,5,204.953798865018,-6.304221,-6.17555,120
-138.038297301021,-113.131286156242,5,204.953798195344,-6.825546,-5.593975,120
-147.500240080641,-100.483524048891,5,204.953798536725,-7.293408,-4.968584,120
-155.806870591975,-87.0487134050022,5,204.953798563109,-7.704144,-4.304276,120
-162.893126214565,-72.9320838943765,5,204.95379862673,-8.054536,-3.606255,120
-168.703503051926,-58.2442056099944,5,204.953798889103,-8.34184,-2.879987,120
-173.192490672076,-43.100123015294,5,204.953798855909,-8.563806,-2.131161,120
-176.324928573127,-27.618453845433,5,204.953798720238,-8.718695,-1.365643,120
-178.076281581884,-11.9204600204984,5,204.9537985098,-8.805294,-0.589428,120
-178.432832028355,3.87090215216048,5,204.953798715805,-8.822924,0.191404,120
-177.391787190949,19.6319450470795,5,204.953798481437,-8.771448,0.970736,120
-174.961301170785,35.2392185179569,5,204.953798768187,-8.651268,1.742465,120
-171.160411023772,50.5704768348498,5,204.953799002848,-8.463326,2.500546,120
-166.018887650721,65.5056361876434,5,204.953798532073,-8.209095,3.239041,120
-159.57700261341,79.9277152560382,5,204.953798307335,-7.890565,3.952166,120
-151.885212703031,93.7237514789377,5,204.953798379801,-7.510231,4.634335,120
-143.003764731681,106.785685846449,5,204.953798684373,-7.071072,5.280205,120
-133.002223642414,119.011209284268,5,204.953798571673,-6.576528,5.884718,120
-121.958927633973,130.304564001043,5,204.953798317652,-6.030473,6.443138,120
-109.960374568014,140.577293522078,5,204.95379863773,-5.437183,6.951091,120
-97.1005444648508,149.748935534648,5,204.953798159688,-4.801307,7.404599,120
-83.4801633943387,157.747652118138,5,204.953798728457,-4.127823,7.800109,120
-69.2059145275759,164.510792422663,5,204.953798900693,-3.422008,8.134524,120
-54.38960252893,169.985383388913,5,204.953798852139,-2.689389,8.405225,120
-39.1472778333928,174.128544665617,5,204.953798652693,-1.935706,8.610091,120
-23.5983276684586,176.907824474732,5,204.953798956971,-1.166861,8.747517,120
-7.86454094019749,178.301453793654,5,204.953798536581,-0.388876,8.816428,120
7.93084569208878,178.298516863542,5,204.953798336911,0.392155,8.816283,120
23.6641130809016,176.899036688233,5,204.95379851035,1.170114,8.747083,120
39.2120286347241,174.11397485406,5,204.953798435858,1.938907,8.609371,120
54.4528115511942,169.96514567199,5,204.953798177659,2.692515,8.404225,120
69.2670866789764,164.485045314575,5,204.953798740234,3.425033,8.133251,120
83.5388195370994,157.716597286013,5,204.953798456215,4.130723,7.798574,120
97.1562251681171,149.712816218962,5,204.953798275173,4.80406,7.402813,120
110.012643706397,140.536392631446,5,204.953798783269,5.439768,6.949068,120
122.00737580355,130.259201896303,5,204.953798088725,6.032869,6.440895,120
133.046471367433,118.961741269223,5,204.953798495871,6.578716,5.882272,120
143.043465436844,106.732499384906,5,204.95379878189,7.073035,5.277575,120
151.920055428086,93.6672631598568,5,204.953798914137,7.511953,4.631542,120
159.606714448784,79.8683675305503,5,204.953798586952,7.892034,3.949231,120
166.043235875111,65.4438939035027,5,204.953798499861,8.210299,3.235988,120
171.179204926964,50.5068235954613,5,204.953798574973,8.464256,2.497398,120
174.974393547413,35.1741528944981,5,204.953798215144,8.651916,1.739248,120
177.399075493496,19.5659766733855,5,204.953798803572,8.771808,0.967474,120
178.434259170368,3.80454773295934,5,204.953798357873,8.822995,0.188123,120
178.071836385114,-11.9866807567336,5,204.953798696798,8.805074,-0.592702,120
176.314645855078,-27.684022217316,5,204.953798373019,8.718187,-1.368885,120
173.176450973298,-43.1645254511561,5,204.953798664926,8.563013,-2.134346,120
168.681832005169,-58.306937670492,5,204.95379842071,8.340769,-2.883089,120
162.865993560746,-72.9926542235698,5,204.953798914504,8.053194,-3.60925,120
155.774488850666,-87.1066475789555,5,204.953798300302,7.702543,-4.307141,120
147.462862885483,-100.538368291652,5,204.953798352242,7.29156,-4.971296,120
137.996217413112,-113.182610894093,5,204.953798295394,6.823465,-5.596513,120
127.448701002041,-124.940337929841,5,204.953798857623,6.301924,-6.177894,120
115.902928264308,-135.71945567563,5,204.953799084866,5.731023,-6.710886,120
103.44933276723,-145.435535475844,5,204.95379839207,5.115234,-7.191315,120
90.1854587022898,-154.012475039486,5,204.953798489299,4.459378,-7.615417,120
76.2151968592496,-161.383094519954,5,204.953798596087,3.768594,-7.97987,120
61.6479708898246,-167.489662708771,5,204.953798564387,3.048292,-8.28182,120
46.5978802345862,-172.284349221784,5,204.953798283894,2.304114,-8.518902,120
31.1828064262243,-175.729599136045,5,204.95379872546,1.541888,-8.689258,120
15.5234897691448,-177.798427142981,5,204.953798519564,0.767586,-8.791555,120
-16.05596269,-196.6555184,5,220.797527415585,-0.718129,-8.795733,120
-31.8303254025859,-194.725492013349,5,220.797527882237,-1.423662,-8.709409,120
-47.3981975080263,-191.532236785523,5,220.797527520584,-2.11996,-8.566586,120
-62.6585866563418,-187.09646809415,5,220.797527475954,-2.802506,-8.368189,120
-77.5124952098816,-181.446961786119,5,220.797527562375,-3.46687,-8.115506,120
-91.8635624636602,-174.620367502078,5,220.797527863562,-4.108745,-7.810175,120
-105.618689759309,-166.660970921816,5,220.797527337362,-4.723965,-7.454179,120
-118.688644437384,-157.62040647293,5,220.797527357822,-5.30854,-7.049825,120
-130.988638710054,-147.55732236647,5,220.79752759011,-5.858677,-6.599737,120
-142.438879698888,-136.537000132569,5,220.797527440048,-6.370807,-6.106836,120
-152.965087069524,-124.630931124213,5,220.797527757876,-6.841608,-5.574318,120
-162.498974905203,-111.916352736468,5,220.79752741598,-7.268027,-5.005638,120
-170.978694693137,-98.4757473498236,5,220.797527611035,-7.647296,-4.404485,120
-178.349236549976,-84.3963072481017,5,220.797527615737,-7.976955,-3.77476,120
